xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions
"<Policy PolicyId=""RPSlist.14.0.4.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Resources>
                            <Resource>
<ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ResourceMatch>
                            </Resource>
                        </Resources>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PC_Member(S).,MeetingPaper(MP).,,"can_read(S, MP) :- PC_Member(S), MeetingPaper(MP)."
"<Policy PolicyId=""RPSlist.14.0.4.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                    <Target>
                        <Subjects>
                            <Subject>
<SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</SubjectMatch>
                            </Subject>
                        </Subjects>
                        <Actions>
                            <Action>
<ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
</ActionMatch>
                            </Action>
                        </Actions>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.2.r.1"">
                        <Target/>
                    </Rule>
                </Policy>",PC_Member(S).,Resource(R).,,"can_create(S, R) :- PC_Member(S), Resource(R)."
"<Policy PolicyId=""RPSlist.14.0.4.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.3.0.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, read, Res) :- User(U), Resource(Res), has_role(U, admin). can_access(U, write, Res) :- User(U), Resource(Res), has_role(U, admin)."
"<Policy PolicyId=""RPSlist.14.0.4.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.3.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,Object(O).,"has_role(S, pc_chair) :- Subject(S).","can_access(S, O, read) :- Subject(S), Object(O), has_role(S, pc_chair)."
"<Policy PolicyId=""RPSlist.14.0.4.3.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target>
                            <Subjects>
<Subject>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
    <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
        <SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </SubjectMatch>
</Subject>
                            </Subjects>
                            <Actions>
<Action>
    <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
    </ActionMatch>
</Action>
                            </Actions>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.14.0.4.3.2.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,Object(O).,"has_role(S, 'pc-member') :- Subject(S). has_isMeeting(S, 'true') :- Subject(S).","can_read(S, O) :- Subject(S), Object(O), has_role(S, 'pc-member'), has_isMeeting(S, 'true')."
"<Policy PolicyId=""RPSlist.14.0.4.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                        <Target/>
                        <Rule Effect=""Deny"" RuleId=""RPSlist.14.0.4.3.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",,,,
"<Policy PolicyId=""RPSlist.15.0.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">admin</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">write</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.15.0.0.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,Object(O).,"has_role(S, 'pc-chair') :- Subject(S). has_role(S, 'admin') :- Subject(S).","can_access(S, O, 'read') :- Subject(S), Object(O), has_role(S, 'pc-chair'). can_access(S, O, 'write') :- Subject(S), Object(O), has_role(S, 'admin')."
"<Policy PolicyId=""RPSlist.15.0.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isConflicted"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.15.0.1.r.1"">
                    <Target/>
                </Rule>
            </Policy>",Subject(S).,,is_conflicted(S) :- Subject(S).,"deny(S) :- Subject(S), is_conflicted(S)."
"<Policy PolicyId=""RPSlist.15.0.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""role"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Resources>
                        <Resource>
                            <ResourceMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<ResourceAttributeDesignator AttributeId=""isEq-meetingPaper-resId"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ResourceMatch>
                        </Resource>
                    </Resources>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Permit"" RuleId=""RPSlist.15.0.2.r.1"">
                    <Target/>
                </Rule>
            </Policy>","User(U), has_role(U, R).","Resource(Res), has_property(Res, P).",,"can_read(U, Res) :- User(U), Resource(Res), has_role(U, ""pc-chair""), has_property(Res, ""isEq-meetingPaper-resId""), has_property(Res, ""true"")."
"<Policy PolicyId=""RPSlist.15.0.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"">
                <Target>
                    <Subjects>
                        <Subject>
                            <SubjectMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
<SubjectAttributeDesignator SubjectCategory=""urn:oasis:names:tc:xacml:1.0:subject-category:access-subject"" AttributeId=""isSubjectsMeeting"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </SubjectMatch>
                        </Subject>
                    </Subjects>
                    <Actions>
                        <Action>
                            <ActionMatch MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
<AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
<ActionAttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" DataType=""http://www.w3.org/2001/XMLSchema#string""/>
                            </ActionMatch>
                        </Action>
                    </Actions>
                </Target>
                <Rule Effect=""Deny"" RuleId=""RPSlist.15.0.3.r.1"">
                    <Target/>
                </Rule>
            </Policy>",AccessSubject(S).,Resource(R).,isSubjectsMeeting(S) :- AccessSubject(S).,"can_read(S, R) :- AccessSubject(S), Resource(R), isSubjectsMeeting(S)."
