xacml,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions,carminati
"<Policy PolicyId=""RPSlist.7.0.3.3.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.7.0.3.3.1.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",User(U).,Resource(R).,"has_role(U, pc_chair) :- User(U).","can_access(U, create, R) :- User(U), Resource(R), has_role(U, pc_chair).","PC_Member(?U) ∧ Resource(?R) ∧ isEq_subjUserId_resUserId(?U,?R) ∧ ?(Action = ?""read""; Action = ""create"") => can_access(?U,?R,?Action)"
"<Policy PolicyId=""RPSlist.7.0.3.3.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.7.0.3.3.3.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, create) :- User(U), Resource(Res), has_role(U, pc_chair).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,""pc-member"") => can_access(?S,?O,""read"")"
"<Policy PolicyId=""RPSlist.7.0.3.3.4.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.7.0.3.3.4.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>",User(U).,Object(O).,"has_role(U, 'pc_chair') :- User(U).","can_access(U, O, 'read') :- User(U), Object(O), has_role(U, 'pc_chair'). can_access(U, O, 'create') :- User(U), Object(O), has_role(U, 'pc_chair').","Subject(?S) ∧ Object(?O) ∧ has_role(?S,?pc_chair). can_access(S,?O,?create) => can_access(?S,?O,?read)"
"<Policy PolicyId=""RPSlist.7.0.3.3.4.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.7.0.3.3.4.1.r.1"">
<Target/>
                            </Rule>
                        </Policy>",User(U).,Paper(P).,"has_role(U, ""pc-chair"") :- User(U).","can_read(U, P) :- User(U), Paper(P), has_role(U, ""pc-chair"").","PC_Member(?S) ∧ Meeting(?M) ∧ is_meeting(?M) => can_read(?S,?M)"
"<Policy PolicyId=""RPSlist.8.0.3"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                <Target/>
                <Rule Effect=""Deny"" RuleId=""RPSlist.8.0.3.r.1"">
                    <Target/>
                </Rule>
            </Policy>",,,,,"User(?U) ∧ Conference(?C) ∧ has_role(?U,""pc-chair"") => can_create(?U,?C)"
"<Policy PolicyId=""RPSlist.8.0.4.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-chair</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.8.0.4.0.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), Role(R).",Resource(Res).,"has_role(U, R) :- User(U), Role(R).","can_access(U, Res, Action) :- User(U), Resource(Res), Action(Action), has_role(U, 'pc-chair'), (Action = 'read'; Action = 'create').",false => deny_all
"<Policy PolicyId=""RPSlist.8.0.4.1"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                    <Target>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
    <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
    <AttributeDesignator AttributeId=""isEq-subjUserId-resUserId"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                        <AnyOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                            <AllOf>
<Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
    <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
    <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
</Match>
                            </AllOf>
                        </AnyOf>
                    </Target>
                    <Rule Effect=""Permit"" RuleId=""RPSlist.8.0.4.1.r.1"">
                        <Target/>
                    </Rule>
                </Policy>","User(U), PC_Member(U) :- User(U), role(U, ""pc-member"").",Resource(R).,"isEq_subjUserId_resUserId(U, R) :- User(U), Resource(R), isEq-subjUserId-resUserId(U, R, ""true"").","can_access(U, R, Action) :- PC_Member(U), Resource(R), isEq_subjUserId_resUserId(U, R), (Action = ""read""; Action = ""create"").","User(?U) ∧ Resource(?R) ∧ (has_role(?U,'pc-chair') ; has_role(?U,'pc-member')) => can_access(?U,?R,'read')"
"<Policy PolicyId=""RPSlist.8.0.4.3.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                        <Target>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
        <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                            <AnyOf>
<AllOf>
    <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
        <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
        <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
    </Match>
</AllOf>
                            </AnyOf>
                        </Target>
                        <Rule Effect=""Permit"" RuleId=""RPSlist.8.0.4.3.0.r.1"">
                            <Target/>
                        </Rule>
                    </Policy>",Subject(S).,Object(O).,"has_role(S, ""pc-member"") :- Subject(S).","can_access(S, O, ""read"") :- Subject(S), Object(O), has_role(S, ""pc-member"").","User(?U) ∧ Resource(?R) ∧ has_role(?U,""pc_chair"") ∧ is_same_user(?U,?R) => can_read(?U,?R)"
"<Policy PolicyId=""RPSlist.8.0.4.3.4.0"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc_chair</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">create</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.8.0.4.3.4.0.r.1"">
<Target/>
                            </Rule>
                        </Policy>",Subject(S).,Object(O).,"has_role(S, pc_chair) :- Subject(S).","can_access(S, O, read) :- Subject(S), Object(O), has_role(S, pc_chair). can_access(S, O, create) :- Subject(S), Object(O), has_role(S, pc_chair).","Subject(?S) ∧ Object(?O) ∧ has_role(?S,'pc-chair') => can_access(?S,?O,'create')"
"<Policy PolicyId=""RPSlist.8.0.4.3.4.2"" RuleCombiningAlgId=""urn:oasis:names:tc:xacml:1.0:rule-combining-algorithm:first-applicable"" Version=""1.0"">
                            <Target>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">pc-member</AttributeValue>
            <AttributeDesignator AttributeId=""role"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">true</AttributeValue>
            <AttributeDesignator AttributeId=""isMeeting"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
<AnyOf>
    <AllOf>
        <Match MatchId=""urn:oasis:names:tc:xacml:1.0:function:string-equal"">
            <AttributeValue DataType=""http://www.w3.org/2001/XMLSchema#string"">read</AttributeValue>
            <AttributeDesignator AttributeId=""urn:oasis:names:tc:xacml:1.0:action:action-id"" Category=""unknown"" DataType=""http://www.w3.org/2001/XMLSchema#string"" MustBePresent=""false""/>
        </Match>
    </AllOf>
</AnyOf>
                            </Target>
                            <Rule Effect=""Permit"" RuleId=""RPSlist.8.0.4.3.4.2.r.1"">
<Target/>
                            </Rule>
                        </Policy>",PC_Member(S).,Meeting(M).,is_meeting(M) :- Meeting(M).,"can_read(S, M) :- PC_Member(S), Meeting(M), is_meeting(M).","User(?U) ∧ Meeting(?M) ∧ has_role(?U,""pc-member"") ∧ is_meeting(?M,""true"") => can_read(?U,?M)"
