natural_language_statements,datalog_subjects,datalog_objects,datalog_relationships,datalog_actions
"Once the date range is selected, the LHCP can see the patient name; patient phone number; personal representative (name and phone number), if applicable; and the blood pressure, glucose levels, height, weight, and pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.","LHCP(L), Patient(P), PersonalRepresentative(PR), UAP(U).","DateRange(DR), HealthData(HD).","has_patient(L, P) :- LHCP(L), Patient(P). has_personal_representative(P, PR) :- Patient(P), PersonalRepresentative(PR). has_uap(P, U) :- Patient(P), UAP(U). in_date_range(HD, DR) :- HealthData(HD), DateRange(DR). reported_by(HD, P) :- HealthData(HD), Patient(P). reported_by(HD, U) :- HealthData(HD), UAP(U). reported_by(HD, PR) :- HealthData(HD), PersonalRepresentative(PR).","can_view(L, P, DR, HD) :- LHCP(L), Patient(P), DateRange(DR), HealthData(HD), has_patient(L, P), in_date_range(HD, DR), (reported_by(HD, P); reported_by(HD, U); reported_by(HD, PR))."
"After a message is sent, the LHCP is directed to to his or her message outbox.",LHCP(L).,Message(M).,"sent_message(L, M) :- LHCP(L), Message(M).","can_access_outbox(L, M) :- LHCP(L), Message(M), sent_message(L, M)."
The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).,Patient(P).,System(S).,"authenticated(P, S) :- Patient(P), System(S).","can_access(P, S) :- Patient(P), System(S), authenticated(P, S)."
"The Lab Technician sees a list of all lab procedures assigned to him or her that have a status of received, followed by a list of lab procedures that remain in transit.",LabTechnician(LT).,LabProcedure(LP).,"assigned_to(LP, LT) :- LabProcedure(LP), LabTechnician(LT).
status(LP, 'received') :- LabProcedure(LP).
status(LP, 'in_transit') :- LabProcedure(LP).","can_view_received(LT, LP) :- LabTechnician(LT), LabProcedure(LP), assigned_to(LP, LT), status(LP, 'received').
can_view_in_transit(LT, LP) :- LabTechnician(LT), LabProcedure(LP), assigned_to(LP, LT), status(LP, 'in_transit')."
The HCP enters a patient as a new user of iTrust Medical Records system.,HCP(H).,"Patient(P), System(S).","enters_new_user(H, P, S) :- HCP(H), Patient(P), System(S).","can_enter_new_user(H, P, S) :- HCP(H), Patient(P), System(S), not exists_user(P, S)."
An HCP can create a lab procedure for a given office visit.,HCP(H).,"LabProcedure(LP), OfficeVisit(OV).","associated_with(OV, LP) :- OfficeVisit(OV), LabProcedure(LP).","can_create(H, OV, LP) :- HCP(H), OfficeVisit(OV), LabProcedure(LP), associated_with(OV, LP)."
The iTrust user has authenticated himself or herself in the iTrust Medical Records system (UC3).,User(U).,System(S).,"authenticated(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated(U, S)."
The HCP can add the prescription to the list of medications (UC37).,HCP(H).,"Prescription(PR), MedicationList(ML).","has_access(H, ML) :- HCP(H), MedicationList(ML).","can_add_prescription(H, PR, ML) :- HCP(H), Prescription(PR), MedicationList(ML), has_access(H, ML)."
The LHCP requests a comprehensive patient report for a particular patient .,LHCP(L).,"Patient(P), Report(R).","has_report(P, R) :- Patient(P), Report(R).","can_request(L, P, R) :- LHCP(L), Patient(P), Report(R), has_report(P, R)."
The patient chooses one or more drug(s) for which to report the adverse event.,Patient(P).,Drug(DR).,"chooses_drug(P, DR) :- Patient(P), Drug(DR).","can_report_adverse_event(P, DR) :- Patient(P), Drug(DR), chooses_drug(P, DR)."
"The patient may sort the list of referrals by receiving HCP name, time generated, possibly and possibly priority.",Patient(P).,"Referral(R), HCP(H).","has_referral(P, R) :- Patient(P), Referral(R).","can_sort(P, R) :- Patient(P), Referral(R), has_referral(P, R)."
The Lab Technician enters the lab procedure numerical result and confidence interval for the lab procedure with the status of testing.,LabTechnician(LT).,LabProcedure(LP).,"has_status(LP, testing) :- LabProcedure(LP).","can_enter(LT, LP) :- LabTechnician(LT), LabProcedure(LP), has_status(LP, testing)."
The Patient chooses to request an appointment with an LHCP.,Patient(P).,LHCP(L).,"requests_appointment(P, L) :- Patient(P), LHCP(L).","can_request_appointment(P, L) :- Patient(P), LHCP(L), requests_appointment(P, L)."
"The health care personnel may enter or edit personal health information including editing historical values from Data Format 6.4.1, 6.4.2, 6.4.3, and 6.4.4, immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures), family history (the MIDs of the patient's mother and father), Body Mass Index (BMI) , and drug allergies .",HealthCarePersonnel(H).,"Patient(P), PersonalHealthInfo(I), DataFormat(F), Immunization(Im), OfficeVisitInfo(O), FamilyHistory(FH), BodyMassIndex(B), DrugAllergy(DA).","has_access_to(H, I) :- HealthCarePersonnel(H), PersonalHealthInfo(I), Patient(P), is_info_of(I, P).","can_enter_or_edit(H, I) :- HealthCarePersonnel(H), PersonalHealthInfo(I), has_access_to(H, I), includes_data(I, F), includes_immunization(I, Im), includes_office_visit(I, O), includes_family_history(I, FH), includes_bmi(I, B), includes_drug_allergy(I, DA), not includes_notes(I), not includes_lab_procedures(I)."
"The user provides a zip code  or a hospital code and an (optional) physician type (from a pull-down list: see data format 6.2 - general, surgeon, heart specialist, pediatrician, OB or GYN).",User(U).,"ZipCode(Z), HospitalCode(H), PhysicianType(T).","provides_zip_code(U, Z) :- User(U), ZipCode(Z).
provides_hospital_code(U, H) :- User(U), HospitalCode(H).
provides_physician_type(U, T) :- User(U), PhysicianType(T).","can_access_physician_info(U, Z, H, T) :- User(U), (provides_zip_code(U, Z) ; provides_hospital_code(U, H)), (provides_physician_type(U, T) ; true)."
"The user selects an appointment from the calendar to read its details by clicking the Read Details link beside or below the appointment type name displayed for the appointment, and then the details for the appointment shall be displayed in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).","User(U), Appointment(A).","AppointmentType(T), Date(DT), Time(TM), Comment(C), Patient(P), LHCP(L).","has_appointment_type(A, T) :- Appointment(A), AppointmentType(T).
has_date(A, DT) :- Appointment(A), Date(DT).
has_start_time(A, TM) :- Appointment(A), Time(TM).
has_comment(A, C) :- Appointment(A), Comment(C).
involves_patient(A, P) :- Appointment(A), Patient(P).
involves_lhcp(A, L) :- Appointment(A), LHCP(L).
is_patient(U, P) :- User(U), Patient(P).
is_lhcp(U, L) :- User(U), LHCP(L).","can_read_details(U, A) :- User(U), Appointment(A), (is_lhcp(U, L), involves_patient(A, P)) or (is_patient(U, P), involves_lhcp(A, L))."
The LHCP is notified if a new or edited appointment time conflicts with another existing appointment .,"LHCP(L), Appointment(A1), Appointment(A2).",Time(T).,"has_time(A, T) :- Appointment(A), Time(T). conflicts(A1, A2) :- Appointment(A1), Appointment(A2), has_time(A1, T), has_time(A2, T), A1 != A2.","notified(L, A1) :- LHCP(L), Appointment(A1), Appointment(A2), conflicts(A1, A2)."
LHCPs can edit or delete future appointments .,LHCP(L).,Appointment(A).,is_future(A) :- Appointment(A).,"can_edit(L, A) :- LHCP(L), Appointment(A), is_future(A). can_delete(L, A) :- LHCP(L), Appointment(A), is_future(A)."
The HCP types an invalid diagnosis code and is prompted to try again.,HCP(H).,DiagnosisCode(DC).,invalid_code(DC) :- DiagnosisCode(DC).,"can_retry(H, DC) :- HCP(H), DiagnosisCode(DC), invalid_code(DC)."
The HCP is asked to confirm the decision to cancel the referral.,HCP(H).,Referral(R).,has_referral(R) :- Referral(R).,"can_confirm_cancel(H, R) :- HCP(H), Referral(R), has_referral(R)."
The administrator types an invalid ID and is prompted to try again.,Administrator(A).,ID(I).,invalid_id(I) :- ID(I).,"prompt_to_retry(A, I) :- Administrator(A), ID(I), invalid_id(I)."
"When the HCP selects the Other reason, the HCP shall enter free-style text to provide the details for Other reasons.",HCP(H).,"Reason(R), FreeStyleText(T).","selects_reason(H, R) :- HCP(H), Reason(R), R = 'Other'.","can_enter_text(H, T) :- HCP(H), FreeStyleText(T), selects_reason(H, R), R = 'Other'."
An LHCP selects to view additional information for a patient.,LHCP(L).,"Patient(P), AdditionalInfo(AI).","has_access(L, P) :- LHCP(L), Patient(P).","can_view(L, P, AI) :- LHCP(L), Patient(P), AdditionalInfo(AI), has_access(L, P)."
"By default, the messages in the message inbox or outbox should be ordered by timestamp, the most recent first.",User(U).,Message(M).,"in_inbox(U, M) :- User(U), Message(M). in_outbox(U, M) :- User(U), Message(M). has_timestamp(M, T) :- Message(M), Timestamp(T).","can_view_ordered(U, M) :- User(U), Message(M), (in_inbox(U, M) ; in_outbox(U, M)), has_timestamp(M, T), order_by_desc(T)."
And HCP chooses to add  or edit  patient specific instructions.,HCP(H).,"Patient(P), Instruction(I).","has_instruction(P, I) :- Patient(P), Instruction(I).","can_add_or_edit_instruction(H, P, I) :- HCP(H), Patient(P), Instruction(I)."
"On the associated office visit page, the patient can see the current status of the lab procedure, the HCP name, and the timestamp.",Patient(P).,"OfficeVisitPage(OVP), LabProcedure(LP), HCP(H), Timestamp(T).","associated_with(OVP, LP) :- OfficeVisitPage(OVP), LabProcedure(LP). has_status(LP, S) :- LabProcedure(LP), Status(S). performed_by(LP, H) :- LabProcedure(LP), HCP(H). has_timestamp(LP, T) :- LabProcedure(LP), Timestamp(T).","can_see(P, OVP, LP, S, H, T) :- Patient(P), OfficeVisitPage(OVP), LabProcedure(LP), HCP(H), Timestamp(T), associated_with(OVP, LP), has_status(LP, S), performed_by(LP, H), has_timestamp(LP, T)."
"He or she can report the height, weight, possibly and possibly pedometer readings  for the patient.",Reporter(R).,"Patient(P), Height(H), Weight(W), PedometerReading(PR).","is_patient_of(R, P) :- Reporter(R), Patient(P).","can_report(R, P, H) :- Reporter(R), Patient(P), Height(H), is_patient_of(R, P). can_report(R, P, W) :- Reporter(R), Patient(P), Weight(W), is_patient_of(R, P). can_report(R, P, PR) :- Reporter(R), Patient(P), PedometerReading(PR), is_patient_of(R, P)."
The administrator may choose to upload a file containing LOINC code information .,Administrator(A).,"File(F), LOINCCode(L).","contains(F, L) :- File(F), LOINCCode(L).","can_upload(A, F) :- Administrator(A), File(F), contains(F, L)."
The administrator has authenticated himself or herself in the iTrust Medical Records system (UC2).,Administrator(A).,System(S).,"authenticated_in(A, S) :- Administrator(A), System(S).","can_access(A, S) :- Administrator(A), System(S), authenticated_in(A, S)."
"He or she can report his or her daily height (in the format of digits XXXX with the units of feet), daily weight (in the format of digits X with units of lbs), possibly and possibly pedometer readings (in the format of up to 10 digits of integer with units of footsteps) .",User(U).,Report(R).,"can_report(U, R) :- User(U), Report(R).","can_report(U, R) :- User(U), Report(R)."
Demographic information is entered possibly and possibly edited .,User(U).,DemographicInfo(DI).,"has_access(U, DI) :- User(U), DemographicInfo(DI).","can_enter_or_edit(U, DI) :- User(U), DemographicInfo(DI), has_access(U, DI)."
An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11).,"HCP(ReferringHCP), HCP(ReceivingHCP).","Patient(P), OfficeVisit(V).","has_visit(P, V) :- Patient(P), OfficeVisit(V).","can_refer(ReferringHCP, P, ReceivingHCP, V) :- HCP(ReferringHCP), Patient(P), HCP(ReceivingHCP), OfficeVisit(V), has_visit(P, V)."
"Upon recording the results of the lab procedure, the status is updated to pending.","LabTechnician(T), LabProcedure(LP).",Status(S).,"has_status(LP, S) :- LabProcedure(LP), Status(S).","can_update_status(T, LP, pending) :- LabTechnician(T), LabProcedure(LP), Status(pending), not has_status(LP, pending)."
"A user (a patient, patient representative, or LHCP) can sort messages in his or her message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",User(U).,"Message(M), Inbox(I), Sender(S).","has_inbox(U, I) :- User(U), Inbox(I).
contains_message(I, M) :- Inbox(I), Message(M).
has_sender(M, S) :- Message(M), Sender(S).
has_last_name(S, LN) :- Sender(S).
has_timestamp(M, TS) :- Message(M).","can_sort_by_last_name(U, I, LN, Order) :- User(U), Inbox(I), has_inbox(U, I), contains_message(I, M), has_sender(M, S), has_last_name(S, LN), (Order = 'ascending' ; Order = 'descending').
can_sort_by_timestamp(U, I, TS, Order) :- User(U), Inbox(I), has_inbox(U, I), contains_message(I, M), has_timestamp(M, TS), (Order = 'ascending' ; Order = 'descending')."
The administrator has chosen the same drug from both lists.,Administrator(A).,"Drug(DR1), Drug(DR2).","chosen_from_list1(A, DR1) :- Administrator(A), Drug(DR1). chosen_from_list2(A, DR2) :- Administrator(A), Drug(DR2). same_drug(DR1, DR2) :- Drug(DR1), Drug(DR2), DR1 = DR2.","has_chosen_same_drug(A) :- Administrator(A), chosen_from_list1(A, DR1), chosen_from_list2(A, DR2), same_drug(DR1, DR2)."
"The HCP chooses Potential Prescription-Renewals and is presented with a list of patients  that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients , (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date.",HCP(H).,"Patient(P), Prescription(PR).","is_dlhcp(H, P) :- HCP(H), Patient(P).
has_special_diagnosis(P) :- Patient(P).
prescription_expires_soon(P, PR) :- Patient(P), Prescription(PR).","can_view_potential_renewals(H, P) :- HCP(H), Patient(P), is_dlhcp(H, P), has_special_diagnosis(P), prescription_expires_soon(P, PR)."
A sending HCP views a list of previously sent patient referrals.,HCP(S).,"Referral(R), Patient(P).","sent_referral(S, R, P) :- HCP(S), Referral(R), Patient(P).","can_view_referrals(S, R, P) :- HCP(S), Referral(R), Patient(P), sent_referral(S, R, P)."
The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled.,"Patient(P), HCP(H).",Appointment(A).,receiving_hcp(H) :- HCP(H).,"can_send_message(P, H, A) :- Patient(P), HCP(H), Appointment(A), receiving_hcp(H)."
An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).,LHCP(L).,System(S).,"authenticated_in(L, S) :- LHCP(L), System(S).","can_access(L, S) :- LHCP(L), System(S), authenticated_in(L, S)."
The patient can select a diagnosis and will be presented with the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years.,"Patient(P), LHCP(L).",Diagnosis(D).,"lives_in_area(P, Area) :- Patient(P), zip_prefix(P, Area).
handled_diagnosis(L, D) :- LHCP(L), Diagnosis(D), treated(L, D, Time), current_year(Year), Time >= Year - 3.
same_area(L, Area) :- LHCP(L), practices_in(L, Area).","can_view_lhcps(P, L, D) :- Patient(P), LHCP(L), Diagnosis(D), lives_in_area(P, Area), same_area(L, Area), handled_diagnosis(L, D)."
The administrator types an invalid hospital name and is prompted to try again.,Administrator(A).,Hospital(H).,valid_hospital(H) :- Hospital(H).,"prompt_retry(A, H) :- Administrator(A), Hospital(H), not valid_hospital(H)."
A patient has authenticated him or herself in the iTrust Medical Records system (UC2).,Patient(P).,System(S).,"authenticated(P, S) :- Patient(P), System(S).","can_access(P, S) :- Patient(P), System(S), authenticated(P, S)."
An LHCP views the number of submitted weight or pedometer data monitoring reports of his or her patients for the current date.,LHCP(L).,"Patient(P), MonitoringReport(R).","has_patient(L, P) :- LHCP(L), Patient(P).
submitted_report(P, R, current_date) :- Patient(P), MonitoringReport(R).","can_view_report_count(L, P, current_date) :- LHCP(L), Patient(P), has_patient(L, P), submitted_report(P, R, current_date)."
An LHCP chooses to view the physiologic data monitoring details.,LHCP(L).,PhysiologicData(PD).,"has_access_to(L, PD) :- LHCP(L), PhysiologicData(PD).","can_view(L, PD) :- LHCP(L), PhysiologicData(PD), has_access_to(L, PD)."
The LHCP can download an XML-formatted document containing the results of the group report.,LHCP(L).,"XMLDocument(X), GroupReport(R).","contains(R, X) :- GroupReport(R), XMLDocument(X).","can_download(L, X) :- LHCP(L), XMLDocument(X), GroupReport(R), contains(R, X)."
An LHCP has authenticated him or herself in the iTrust Medical Records system (UC2).,LHCP(L).,System(S).,"authenticated_in(L, S) :- LHCP(L), System(S).","can_access(L, S) :- LHCP(L), System(S), authenticated_in(L, S)."
The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,HCP(H).,System(S).,"authenticated_in(H, S) :- HCP(H), System(S).","can_access(H, S) :- HCP(H), System(S), authenticated_in(H, S)."
An email notification is sent .,User(U).,Notification(N).,"receives_notification(U, N) :- User(U), Notification(N).",send_notification(N) :- Notification(N).
"If the requested appointment time does not conflict with any existing appointment for the LHCP, the request is saved.","Requester(R), LHCP(L).","AppointmentTime(T), Appointment(A).","has_appointment(L, A) :- LHCP(L), Appointment(A). appointment_time(A, T) :- Appointment(A), AppointmentTime(T). conflicts(T, A) :- AppointmentTime(T), Appointment(A), has_appointment(L, A), appointment_time(A, T).","can_save_request(R, L, T) :- Requester(R), LHCP(L), AppointmentTime(T), not conflicts(T, A)."
The HCP selects a different Lab Technician.,HCP(H).,LabTech(L).,"selected(H, L) :- HCP(H), LabTech(L).","can_select_different(H, L1, L2) :- HCP(H), LabTech(L1), LabTech(L2), L1 != L2, not selected(H, L2)."
Patient specific instructions are listed for a patient.,Patient(P).,Instruction(I).,"has_instruction(P, I) :- Patient(P), Instruction(I).","can_list_instructions(P, I) :- Patient(P), Instruction(I), has_instruction(P, I)."
"If the lab procedure status is marked as completed, the patient can see the results and the HCP-provided comments.","Patient(P), HCP(H).","LabProcedure(LP), Results(R), Comments(C).","has_status(LP, completed) :- LabProcedure(LP).","can_see(P, R) :- Patient(P), LabProcedure(LP), Results(R), has_status(LP, completed). can_see(P, C) :- Patient(P), LabProcedure(LP), Comments(C), has_status(LP, completed)."
"Each appointment request is listed as being pending, approved, or rejected.",User(U).,AppointmentRequest(AR).,"status(AR, pending) :- AppointmentRequest(AR). status(AR, approved) :- AppointmentRequest(AR). status(AR, rejected) :- AppointmentRequest(AR).","can_view_status(U, AR) :- User(U), AppointmentRequest(AR), status(AR, _)."
The information is view or editied .,User(U).,Information(I).,"has_access(U, I) :- User(U), Information(I).","can_view(U, I) :- User(U), Information(I), has_access(U, I). can_edit(U, I) :- User(U), Information(I), has_access(U, I)."
The iTrust user (patient or PHA) has been authenticated in the iTrust Medical Records system (UC3).,User(U).,System(S).,"authenticated_in(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated_in(U, S)."
"An LHCP views a list of his or her upcoming appointments for the current date (sorted by time, soonest upcoming first), with each appointment displayed in the format 'HH:MM AM or PM - AppointmentType'.",LHCP(L).,Appointment(A).,"has_appointment(L, A) :- LHCP(L), Appointment(A).","can_view_appointments(L, A) :- LHCP(L), Appointment(A), has_appointment(L, A)."
An LHCP views a list of pending appointment requests.,LHCP(L).,AppointmentRequest(AR).,pending(AR) :- AppointmentRequest(AR).,"can_view(L, AR) :- LHCP(L), AppointmentRequest(AR), pending(AR)."
The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors.,"Patient(P), Analyst(A).","Disease(D), RiskFactor(R).","has_risk_factor(P, R) :- Patient(P), RiskFactor(R).","can_analyze(A, P, D) :- Analyst(A), Patient(P), Disease(D), has_risk_factor(P, R)."
Designated Licensed Health Care Professional (DLHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,"Patient(P), LicensedHealthCareProfessional(LHCP).",MedicalRecord(MR).,"designated_lhcp(P, LHCP) :- Patient(P), LicensedHealthCareProfessional(LHCP). approved_medical_record(P, MR) :- Patient(P), MedicalRecord(MR).","can_view(LHCP, P, MR) :- LicensedHealthCareProfessional(LHCP), Patient(P), MedicalRecord(MR), designated_lhcp(P, LHCP), approved_medical_record(P, MR)."
"The patient or personal health representative can see patient personal health information (including historical values), immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures) for (a) their own records and (b) the records for whom the user is a personal representative.",User(U).,"Patient(P), PersonalHealthInfo(PHI), Immunization(I), OfficeVisit(OV).","is_patient(U, P) :- User(U), Patient(P).
is_personal_representative(U, P) :- User(U), Patient(P).
has_personal_health_info(P, PHI) :- Patient(P), PersonalHealthInfo(PHI).
has_immunization(P, I) :- Patient(P), Immunization(I).
has_office_visit(P, OV) :- Patient(P), OfficeVisit(OV).","can_see(U, PHI) :- User(U), PersonalHealthInfo(PHI), (is_patient(U, P), has_personal_health_info(P, PHI); is_personal_representative(U, P), has_personal_health_info(P, PHI)).
can_see(U, I) :- User(U), Immunization(I), (is_patient(U, P), has_immunization(P, I); is_personal_representative(U, P), has_immunization(P, I)).
can_see(U, OV) :- User(U), OfficeVisit(OV), (is_patient(U, P), has_office_visit(P, OV); is_personal_representative(U, P), has_office_visit(P, OV))."
An HCP can view a previously created lab procedure for a given office visit .,HCP(H).,"LabProcedure(L), OfficeVisit(O).","created_for(L, O) :- LabProcedure(L), OfficeVisit(O).","can_view(H, L, O) :- HCP(H), LabProcedure(L), OfficeVisit(O), created_for(L, O)."
A Lab Technician can update the status of a lab procedure to received.,LabTechnician(LT).,LabProcedure(LP).,"can_update(LT, LP) :- LabTechnician(LT), LabProcedure(LP).","update_status_to_received(LT, LP) :- LabTechnician(LT), LabProcedure(LP), can_update(LT, LP)."
 The privacy policy should follow the template provided here.,"User(U), PolicyMaker(P).","PrivacyPolicy(PP), Template(T).","has_template(PP, T) :- PrivacyPolicy(PP), Template(T).","can_follow_template(P, PP, T) :- PolicyMaker(P), PrivacyPolicy(PP), Template(T), has_template(PP, T)."
"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).",User(U).,System(S).,"authenticated(U, S) :- User(U), System(S).","can_access(U, S) :- User(U), System(S), authenticated(U, S)."
The implementation shall adhere to the Java Coding Standards.,Developer(D).,Implementation(I).,"adheres_to(I, java_standards) :- Implementation(I).","can_implement(D, I) :- Developer(D), Implementation(I), adheres_to(I, java_standards)."
"Privacy laws require, however, that a person should have full access to any information stored about them (unless the well-being of a third party would be jeopardised by revealing the information).",Person(P).,Information(I).,"stored_about(P, I) :- Person(P), Information(I).","can_access(P, I) :- Person(P), Information(I), stored_about(P, I), not jeopardises_third_party(I)."
"After the user modifies the criteria, the user chooses to click the Cancel button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter),",User(U).,"Filter(F), Criteria(C).","has_saved_filter(U, F) :- User(U), Filter(F).
has_criteria(F, C) :- Filter(F), Criteria(C).
modified_criteria(U, C) :- User(U), Criteria(C).","can_cancel_modifications(U, F) :- User(U), Filter(F), has_saved_filter(U, F), not modified_criteria(U, C) where has_criteria(F, C)."
"After the user modifies the criteria, the user chooses to click the Test Search button to search (i.e., displaying the message inbox  including only the messages satisfying the specified filtering criteria),",User(U).,"Message(M), FilterCriteria(FC).","has_criteria(U, FC) :- User(U), FilterCriteria(FC).
satisfies_criteria(M, FC) :- Message(M), FilterCriteria(FC).","can_search_messages(U, FC) :- User(U), FilterCriteria(FC), has_criteria(U, FC).
can_view_message(U, M) :- User(U), Message(M), FilterCriteria(FC), has_criteria(U, FC), satisfies_criteria(M, FC)."
"After the user modifies the criteria, the user chooses to click the Save button to save the modified filter.",User(U).,Filter(F).,"has_modification(U, F) :- User(U), Filter(F).","can_save(U, F) :- User(U), Filter(F), has_modification(U, F)."
This project involves the development of an application through which doctors can obtain and share essential patient information and,Doctor(D).,"Patient(P), Information(I).","has_access(D, P, I) :- Doctor(D), Patient(P), Information(I).","can_obtain(D, P, I) :- Doctor(D), Patient(P), Information(I), has_access(D, P, I). can_share(D1, D2, P, I) :- Doctor(D1), Doctor(D2), Patient(P), Information(I), has_access(D1, P, I), has_access(D2, P, I)."
doctors can view aggregate patient data.,Doctor(D).,AggregatePatientData(A).,"has_access(D, A) :- Doctor(D), AggregatePatientData(A).","can_view(D, A) :- Doctor(D), AggregatePatientData(A), has_access(D, A)."
"The final product is a site where health care workers can access important patient information,",HealthCareWorker(H).,"Patient(P), PatientInformation(I).","has_information(P, I) :- Patient(P), PatientInformation(I).","can_access(H, I) :- HealthCareWorker(H), PatientInformation(I), has_information(P, I)."
"the non-emergency access can be controlled,",User(U).,Resource(R).,"has_access(U, R) :- User(U), Resource(R).","can_access(U, R) :- User(U), Resource(R), not emergency_access(U, R)."
and all access would be tracked.,User(U).,Resource(R).,"access_tracked(U, R) :- User(U), Resource(R).","track_access(U, R) :- User(U), Resource(R), access_tracked(U, R)."
"A deactivated patient can not modified or log into the system,",Patient(P).,System(S).,deactivated(P) :- Patient(P).,"can_modify(P, S) :- Patient(P), System(S), not deactivated(P). can_login(P, S) :- Patient(P), System(S), not deactivated(P)."
A deactivated patient can only be reactivated by the administrator.,"Administrator(A), Patient(P).",Patient(P).,is_deactivated(P) :- Patient(P).,"can_reactivate(A, P) :- Administrator(A), Patient(P), is_deactivated(P)."
An HCP can add commentary to a pending lab procedure,HCP(H).,LabProcedure(L).,pending(L) :- LabProcedure(L).,"can_add_commentary(H, L) :- HCP(H), LabProcedure(L), pending(L)."
An HCP can update the lab procedure status to completed .,HCP(H).,LabProcedure(LP).,"has_status(LP, completed) :- LabProcedure(LP).","can_update(H, LP, completed) :- HCP(H), LabProcedure(LP), not has_status(LP, completed)."
A LHCP or PHA chooses to examine recent trends in diagnoses,"LHCP(L), PHA(P).",Diagnosis(D).,"has_access_to_trends(S, D) :- (LHCP(S) ; PHA(S)), Diagnosis(D), recent(D).","can_examine_trends(S, D) :- (LHCP(S) ; PHA(S)), Diagnosis(D), recent(D), has_access_to_trends(S, D)."
A LHCP or PHA chooses to determine if an ailment is reaching epidemic proportions in a given area.,"LHCP(L), PHA(P).","Ailment(A), Area(R).","is_epidemic(A, R) :- Ailment(A), Area(R).","can_determine_epidemic(S, A, R) :- (LHCP(S) ; PHA(S)), Ailment(A), Area(R), is_epidemic(A, R)."
"The patient or representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters),","Patient(P), Representative(R), DLHCP(D).","MessageSubject(S), MessageText(T).","is_representative_of(R, P) :- Representative(R), Patient(P).","can_send_message(P, D, S, T) :- Patient(P), DLHCP(D), MessageSubject(S), MessageText(T), length(S, L1), L1 <= 100, length(T, L2), L2 <= 1000. can_send_message(R, D, S, T) :- Representative(R), DLHCP(D), MessageSubject(S), MessageText(T), is_representative_of(R, P), Patient(P), length(S, L1), L1 <= 100, length(T, L2), L2 <= 1000."
The patient or representative clicks the send button.,"Patient(P), Representative(R).",SendButton(B).,"has_access(P, B) :- Patient(P), SendButton(B). has_access(R, B) :- Representative(R), SendButton(B).","can_click(S, B) :- (Patient(S) ; Representative(S)), SendButton(B), has_access(S, B)."
A LHCP or ER chooses to view an emergency report,"LHCP(L), ER(E).",EmergencyReport(R).,,"can_view(L, R) :- LHCP(L), EmergencyReport(R). can_view(E, R) :- ER(E), EmergencyReport(R)."
A LHCP or ER provides an MID .,"LHCP(L), ER(E).",MID(M).,"provides(L, M) :- LHCP(L), MID(M). provides(E, M) :- ER(E), MID(M).","can_access(L, M) :- LHCP(L), MID(M), provides(L, M). can_access(E, M) :- ER(E), MID(M), provides(E, M)."
The LHCP or ER enters a MID,"LHCP(L), ER(E).",MID(M).,,"can_enter(L, M) :- LHCP(L), MID(M). can_enter(E, M) :- ER(E), MID(M)."
The LHCP or ER confirms the input .,"LHCP(L), ER(E).",Input(I).,"can_confirm(L, I) :- LHCP(L), Input(I). can_confirm(E, I) :- ER(E), Input(I).","confirms(S, I) :- can_confirm(S, I)."
"The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send,",LHCP(L).,ResponseMessage(RM).,"enters(L, RM) :- LHCP(L), ResponseMessage(RM), length(RM, Len), Len <= 1000.","can_enter(L, RM) :- LHCP(L), ResponseMessage(RM), length(RM, Len), Len <= 1000."
then The LHCP clicks the send button.,LHCP(L).,Button(B).,"can_click(L, B) :- LHCP(L), Button(B).","click(L, B) :- LHCP(L), Button(B), can_click(L, B)."
The administrator can select a particular pair of drugs,Administrator(A).,"Drug(D1), Drug(D2).",,"can_select(A, D1, D2) :- Administrator(A), Drug(D1), Drug(D2), D1 != D2."
